5.026395040000000147e-01 1.452815119980169385e-02 3.499999999999999693e-05
5.054123440000000134e-01 1.449312658982710757e-02 3.499999999999999693e-05
5.082004810000000372e-01 1.455788317039432254e-02 3.499999999999999693e-05
5.110039985000000007e-01 1.462915188994856099e-02 3.499999999999999693e-05
5.138229814999999423e-01 1.451642940922391253e-02 3.499999999999999693e-05
5.166575165000000247e-01 1.452689929483173825e-02 3.499999999999999693e-05
5.195076874999999816e-01 1.466454896981279031e-02 3.499999999999999693e-05
5.223735819999999475e-01 1.461862302194979341e-02 3.499999999999999693e-05
5.252552864999999738e-01 1.454313689298455080e-02 3.499999999999999693e-05
5.281528879999999315e-01 1.462526999396010843e-02 3.499999999999999693e-05
5.310664739999999551e-01 1.456634608877585384e-02 3.499999999999999693e-05
5.339961335000000808e-01 1.457789964452281019e-02 3.499999999999999693e-05
5.369419539999999991e-01 1.463940551355507984e-02 3.499999999999999693e-05
5.399040255000000510e-01 1.450076127378304401e-02 3.499999999999999693e-05
5.428824379999999117e-01 1.452651664263317731e-02 3.499999999999999693e-05
5.458772805000000616e-01 1.462085700022586025e-02 3.499999999999999693e-05
5.488886445000000780e-01 1.460276151248567598e-02 3.499999999999999693e-05
5.519166209999999406e-01 1.470967541328167122e-02 3.499999999999999693e-05
5.549613015000000038e-01 1.463886956016806004e-02 3.499999999999999693e-05
5.580227774999999557e-01 1.461923323181561936e-02 3.499999999999999693e-05
5.611011425000000941e-01 1.483751700473360385e-02 3.499999999999999693e-05
5.641964900000000505e-01 1.473744792260230779e-02 3.499999999999999693e-05
5.673089124999999289e-01 1.477845900160088509e-02 3.499999999999999693e-05
5.704385054999999705e-01 1.469689906332869583e-02 3.499999999999999693e-05
5.735853630000000702e-01 1.478543856382869177e-02 3.499999999999999693e-05
5.767495799999999839e-01 1.486407436309787437e-02 3.499999999999999693e-05
5.799312530000000354e-01 1.481821589503498453e-02 3.499999999999999693e-05
5.831304769999999804e-01 1.498665247037510827e-02 3.499999999999999693e-05
5.863473504999999752e-01 1.504239091897840823e-02 3.499999999999999693e-05
5.895819705000000521e-01 1.533110205569629056e-02 3.499999999999999693e-05
5.928344334999999798e-01 1.498650380987121174e-02 3.499999999999999693e-05
5.961048389999999975e-01 1.506821533655198532e-02 3.499999999999999693e-05
5.993932865000000110e-01 1.488454513972289027e-02 3.499999999999999693e-05
6.026998745000000657e-01 1.477325564406399734e-02 3.499999999999999693e-05
6.060247039999999696e-01 1.487478008021085943e-02 3.499999999999999693e-05
6.093678739999999205e-01 1.470668316268384547e-02 3.499999999999999693e-05
6.127294880000000443e-01 1.478514791528669561e-02 3.499999999999999693e-05
6.161096459999999553e-01 1.461418915496477851e-02 3.499999999999999693e-05
6.195084505000000297e-01 1.464103138566801542e-02 3.499999999999999693e-05
6.229260050000000604e-01 1.473181121378356294e-02 3.499999999999999693e-05
6.263624130000000623e-01 1.475482794241786411e-02 3.499999999999999693e-05
6.298177775000000089e-01 1.470109625241057018e-02 3.499999999999999693e-05
6.332922045000000111e-01 1.466766682023282198e-02 3.499999999999999693e-05
6.367857974999999726e-01 1.464190878676329549e-02 3.499999999999999693e-05
6.402986635000000870e-01 1.454714703340155048e-02 3.499999999999999693e-05
6.438309085000000209e-01 1.458832778723055147e-02 3.499999999999999693e-05
6.473826394999999678e-01 1.459499331330554352e-02 3.499999999999999693e-05
6.509539635000000102e-01 1.468972427401714180e-02 3.499999999999999693e-05
6.545449889999999105e-01 1.462858648936070198e-02 3.499999999999999693e-05
6.581558244999999863e-01 1.447020504367006397e-02 3.499999999999999693e-05
6.617865794999999718e-01 1.460550690513036376e-02 3.499999999999999693e-05
6.654373639999999757e-01 1.454522041309813142e-02 3.499999999999999693e-05
6.691082879999999955e-01 1.451429945088767402e-02 3.499999999999999693e-05
6.727994635000000834e-01 1.459420255840068216e-02 3.499999999999999693e-05
6.765110009999999452e-01 1.461341174839289776e-02 3.499999999999999693e-05
6.802430130000000075e-01 1.459652172651994956e-02 3.499999999999999693e-05
6.839956135000000437e-01 1.446292837337441635e-02 3.499999999999999693e-05
6.877689154999999666e-01 1.449072951550859668e-02 3.499999999999999693e-05
6.915630324999999523e-01 1.452740125838006616e-02 3.499999999999999693e-05
6.953780805000000509e-01 1.456433154071674549e-02 3.499999999999999693e-05
6.992141745000000075e-01 1.445415197607810391e-02 3.499999999999999693e-05
7.030714300000000527e-01 1.446846245345171332e-02 3.499999999999999693e-05
7.069499645000000276e-01 1.439832368818321461e-02 3.499999999999999693e-05
7.108498954999999953e-01 1.438871861813253300e-02 3.499999999999999693e-05
7.147713405000000186e-01 1.452656451665850466e-02 3.499999999999999693e-05
7.187144180000000215e-01 1.456482606563632050e-02 3.499999999999999693e-05
7.226792484999999822e-01 1.446704358239846860e-02 3.499999999999999693e-05
7.266659504999999353e-01 1.454677423921607593e-02 3.499999999999999693e-05
7.306746454999999418e-01 1.450907783993515138e-02 3.499999999999999693e-05
7.347054550000000628e-01 1.444968314445037143e-02 3.499999999999999693e-05
7.387585005000000260e-01 1.453352072874922706e-02 3.499999999999999693e-05
7.428339050000000165e-01 1.463508529601625051e-02 3.499999999999999693e-05
7.469317914999999974e-01 1.454670603180775908e-02 3.499999999999999693e-05
7.510522845000000558e-01 1.468787555590698145e-02 3.499999999999999693e-05
7.551955084999999457e-01 1.443424055180462899e-02 3.499999999999999693e-05
7.593615879999999763e-01 1.473493844803353686e-02 3.499999999999999693e-05
7.635506510000000802e-01 1.484697976750394381e-02 3.499999999999999693e-05
7.677628224999999418e-01 1.510769154001284469e-02 3.499999999999999693e-05
7.719982315000000206e-01 1.485335538163021218e-02 3.499999999999999693e-05
7.762570045000000141e-01 1.453004388506884577e-02 3.499999999999999693e-05
7.805392719999999507e-01 1.459568058603319569e-02 3.499999999999999693e-05
7.848451625000000265e-01 1.459686706182400373e-02 3.499999999999999693e-05
7.891748060000000065e-01 1.464459998313191041e-02 3.499999999999999693e-05
7.935283349999999736e-01 1.447935588472084451e-02 3.499999999999999693e-05
7.979058804999999976e-01 1.443709546597929556e-02 3.499999999999999693e-05
8.023075749999999395e-01 1.443830767058544746e-02 3.499999999999999693e-05
8.067335515000000346e-01 1.452002133005732797e-02 3.499999999999999693e-05
8.111839439999999346e-01 1.446165387767617792e-02 3.499999999999999693e-05
8.156588879999999708e-01 1.438627662209994267e-02 3.499999999999999693e-05
8.201585179999999475e-01 1.447953328395429860e-02 3.499999999999999693e-05
8.246829700000000152e-01 1.439969106481799738e-02 3.499999999999999693e-05
8.292323815000000042e-01 1.444891830388275906e-02 3.499999999999999693e-05
8.338068905000000086e-01 1.432222528342858535e-02 3.499999999999999693e-05
8.384066349999999002e-01 1.432959087701088201e-02 3.499999999999999693e-05
8.430317540000000776e-01 1.431129682018984078e-02 3.499999999999999693e-05
8.476823879999999534e-01 1.422377501726711582e-02 3.499999999999999693e-05
8.523586775000000504e-01 1.433275386484906579e-02 3.499999999999999693e-05
8.570607640000000860e-01 1.431215481450713936e-02 3.499999999999999693e-05
8.617887895000000409e-01 1.428219001469224411e-02 3.499999999999999693e-05
8.665428979999999504e-01 1.424905801884555727e-02 3.499999999999999693e-05
